"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lämpötilan keskiarvo [°C]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Ilmanpaineen keskiarvo [hPa]"
"Helsinki Kaisaniemi","2022","9","29","06:00","7.5","3.2","34","1004.8"
"Helsinki Kaisaniemi","2022","9","29","07:00","7.2","3.4","28","1004.4"
"Helsinki Kaisaniemi","2022","9","29","08:00","7.1","3.1","23","1003.9"
"Helsinki Kaisaniemi","2022","9","29","09:00","6.8","4.2","58","1003.6"
"Helsinki Kaisaniemi","2022","9","29","10:00","6.3","3.8","48","1003.5"
"Helsinki Kaisaniemi","2022","9","29","11:00","6.3","3.4","41","1003.4"
"Helsinki Kaisaniemi","2022","9","29","12:00","6.6","3.6","29","1003.2"
"Helsinki Kaisaniemi","2022","9","29","13:00","7.1","3.4","34","1002.9"
"Helsinki Kaisaniemi","2022","9","29","14:00","7.3","3.5","44","1002.9"
"Helsinki Kaisaniemi","2022","9","29","15:00","7.7","3.6","45","1002.7"
"Helsinki Kaisaniemi","2022","9","29","16:00","7.9","3.8","56","1002.6"
"Helsinki Kaisaniemi","2022","9","29","17:00","8.3","3.1","84","1002.6"
"Helsinki Kaisaniemi","2022","9","29","18:00","8.3","3.2","107","1002.7"
"Helsinki Kaisaniemi","2022","9","29","19:00","8.5","3.6","119","1003"
"Helsinki Kaisaniemi","2022","9","29","20:00","8.5","2.6","121","1003.3"
"Helsinki Kaisaniemi","2022","9","29","21:00","8.6","2.8","128","1003.4"
"Helsinki Kaisaniemi","2022","9","29","22:00","9","2.2","108","1003.6"
"Helsinki Kaisaniemi","2022","9","29","23:00","8.2","1.5","329","1003.8"
"Helsinki Kaisaniemi","2022","9","30","00:00","8.6","0.9","62","1004"
"Helsinki Kaisaniemi","2022","9","30","01:00","8.1","1.9","348","1004.2"
"Helsinki Kaisaniemi","2022","9","30","02:00","7.6","0.9","28","1004.4"
"Helsinki Kaisaniemi","2022","9","30","03:00","7.4","0.9","27","1004.6"
"Helsinki Kaisaniemi","2022","9","30","04:00","7.3","0.9","44","1004.7"
"Helsinki Kaisaniemi","2022","9","30","05:00","7.2","1","34","1004.8"
"Helsinki Kaisaniemi","2022","9","30","06:00","6.7","1","38","1004.9"
"Helsinki Kaisaniemi","2022","9","30","07:00","7","1.9","37","1005.1"
"Helsinki Kaisaniemi","2022","9","30","08:00","7.2","1.5","13","1005.4"
"Helsinki Kaisaniemi","2022","9","30","09:00","7.6","0.8","326","1005.9"
"Helsinki Kaisaniemi","2022","9","30","10:00","8","1.1","358","1006.2"
"Helsinki Kaisaniemi","2022","9","30","11:00","8.2","1.3","79","1006.7"
"Helsinki Kaisaniemi","2022","9","30","12:00","9","0.9","72","1007.2"
"Helsinki Kaisaniemi","2022","9","30","13:00","9.7","1.7","270","1007.7"
"Helsinki Kaisaniemi","2022","9","30","14:00","11.4","2.8","252","1008"
"Helsinki Kaisaniemi","2022","9","30","15:00","11.5","3.1","232","1008.4"
"Helsinki Kaisaniemi","2022","9","30","16:00","10.9","3.2","248","1008.8"
"Helsinki Kaisaniemi","2022","9","30","17:00","11.4","3.6","253","1009.1"
"Helsinki Kaisaniemi","2022","9","30","18:00","10.9","3.3","253","1009.6"
"Helsinki Kaisaniemi","2022","9","30","19:00","10.1","3.5","259","1010.1"
"Helsinki Kaisaniemi","2022","9","30","20:00","9.8","2.9","275","1010.6"
"Helsinki Kaisaniemi","2022","9","30","21:00","9.5","3.2","266","1011.2"
"Helsinki Kaisaniemi","2022","9","30","22:00","8.7","2.9","274","1011.6"
"Helsinki Kaisaniemi","2022","9","30","23:00","7","2.6","283","1011.9"
"Helsinki Kaisaniemi","2022","10","1","00:00","6.4","1.9","265","1012.3"
"Helsinki Kaisaniemi","2022","10","1","01:00","7.6","2.3","267","1012.6"
"Helsinki Kaisaniemi","2022","10","1","02:00","7.6","1.9","259","1012.7"
"Helsinki Kaisaniemi","2022","10","1","03:00","6.7","1.4","262","1012.8"
"Helsinki Kaisaniemi","2022","10","1","04:00","5.9","0.9","255","1013"
"Helsinki Kaisaniemi","2022","10","1","05:00","5.3","0.5","302","1013"
"Helsinki Kaisaniemi","2022","10","1","06:00","4.7","0.6","95","1012.8"
"Helsinki Kaisaniemi","2022","10","1","07:00","5.5","1","96","1012.6"
"Helsinki Kaisaniemi","2022","10","1","08:00","8.6","3.2","211","1012.6"
"Helsinki Kaisaniemi","2022","10","1","09:00","10.9","4","211","1012.7"
"Helsinki Kaisaniemi","2022","10","1","10:00","11.1","4","198","1012.7"
"Helsinki Kaisaniemi","2022","10","1","11:00","11.3","4","190","1012.7"
"Helsinki Kaisaniemi","2022","10","1","12:00","11.6","4.1","188","1012.5"
"Helsinki Kaisaniemi","2022","10","1","13:00","12.5","4.5","180","1012.3"
"Helsinki Kaisaniemi","2022","10","1","14:00","13.2","4.8","176","1012"
"Helsinki Kaisaniemi","2022","10","1","15:00","13.2","4.6","177","1011.4"
"Helsinki Kaisaniemi","2022","10","1","16:00","13.1","4","167","1010.9"
"Helsinki Kaisaniemi","2022","10","1","17:00","12.8","4.4","163","1010.6"
"Helsinki Kaisaniemi","2022","10","1","18:00","12.4","3.1","155","1010.2"
"Helsinki Kaisaniemi","2022","10","1","19:00","12.2","2.7","145","1009.9"
"Helsinki Kaisaniemi","2022","10","1","20:00","12","3","160","1009.7"
"Helsinki Kaisaniemi","2022","10","1","21:00","12","3.3","178","1009.6"
"Helsinki Kaisaniemi","2022","10","1","22:00","11.9","3.2","186","1009.6"
"Helsinki Kaisaniemi","2022","10","1","23:00","11.2","2.7","180","1009.5"
"Helsinki Kaisaniemi","2022","10","2","00:00","11.3","3.1","171","1009.5"
"Helsinki Kaisaniemi","2022","10","2","01:00","11","3.3","170","1009.4"
"Helsinki Kaisaniemi","2022","10","2","02:00","10.8","2.5","175","1009.1"
"Helsinki Kaisaniemi","2022","10","2","03:00","11","2.7","162","1008.9"
"Helsinki Kaisaniemi","2022","10","2","04:00","10.9","2.7","160","1008.7"
"Helsinki Kaisaniemi","2022","10","2","05:00","10.6","2","139","1008.5"
"Helsinki Kaisaniemi","2022","10","2","06:00","10.7","2.3","148","1008.5"
"Helsinki Kaisaniemi","2022","10","2","07:00","10.6","2.5","134","1008.6"
"Helsinki Kaisaniemi","2022","10","2","08:00","10.5","3","133","1008.6"
"Helsinki Kaisaniemi","2022","10","2","09:00","10.9","3.1","153","1008.8"
"Helsinki Kaisaniemi","2022","10","2","10:00","11","3.2","144","1008.9"
"Helsinki Kaisaniemi","2022","10","2","11:00","11.5","3.5","152","1009"
"Helsinki Kaisaniemi","2022","10","2","12:00","11.9","4.3","131","1009.1"
"Helsinki Kaisaniemi","2022","10","2","13:00","11.8","4.2","127","1009.2"
"Helsinki Kaisaniemi","2022","10","2","14:00","12.3","4.4","119","1009.2"
"Helsinki Kaisaniemi","2022","10","2","15:00","11.9","5","113","1009.1"
"Helsinki Kaisaniemi","2022","10","2","16:00","11.6","4.6","115","1009.2"
"Helsinki Kaisaniemi","2022","10","2","17:00","11.3","4.5","102","1009.4"
"Helsinki Kaisaniemi","2022","10","2","18:00","10.8","4","108","1009.7"
"Helsinki Kaisaniemi","2022","10","2","19:00","10.8","3.3","98","1009.7"
"Helsinki Kaisaniemi","2022","10","2","20:00","10.6","2.9","106","1009.8"
"Helsinki Kaisaniemi","2022","10","2","21:00","10.4","2.6","101","1010.1"
"Helsinki Kaisaniemi","2022","10","2","22:00","10.2","1.8","92","1010.3"
"Helsinki Kaisaniemi","2022","10","2","23:00","8.7","1.7","54","1010.6"
"Helsinki Kaisaniemi","2022","10","3","00:00","7.9","1.8","58","1010.8"
"Helsinki Kaisaniemi","2022","10","3","01:00","7.9","2.3","57","1011"
"Helsinki Kaisaniemi","2022","10","3","02:00","7.4","2.1","57","1011.2"
"Helsinki Kaisaniemi","2022","10","3","03:00","7.6","2.3","47","1011.4"
"Helsinki Kaisaniemi","2022","10","3","04:00","7","2.9","35","1011.3"
"Helsinki Kaisaniemi","2022","10","3","05:00","7","3","21","1011.4"
"Helsinki Kaisaniemi","2022","10","3","06:00","6.7","2.6","23","1011.6"
"Helsinki Kaisaniemi","2022","10","3","07:00","6.2","3.1","15","1011.6"
"Helsinki Kaisaniemi","2022","10","3","08:00","5.7","3.2","13","1011.9"
"Helsinki Kaisaniemi","2022","10","3","09:00","5.9","3.2","18","1012"
"Helsinki Kaisaniemi","2022","10","3","10:00","6.5","3.1","25","1012.1"
"Helsinki Kaisaniemi","2022","10","3","11:00","7.3","3.2","19","1012.1"
"Helsinki Kaisaniemi","2022","10","3","12:00","7.6","3.2","16","1012"
"Helsinki Kaisaniemi","2022","10","3","13:00","7.4","4.1","17","1011.9"
"Helsinki Kaisaniemi","2022","10","3","14:00","7.9","4.2","8","1011.5"
"Helsinki Kaisaniemi","2022","10","3","15:00","8.8","4.6","7","1011.2"
"Helsinki Kaisaniemi","2022","10","3","16:00","8.3","5.6","358","1010.7"
"Helsinki Kaisaniemi","2022","10","3","17:00","8","5.1","360","1010.2"
"Helsinki Kaisaniemi","2022","10","3","18:00","8.3","5.7","360","1009.9"
"Helsinki Kaisaniemi","2022","10","3","19:00","8.2","5.7","352","1009.3"
"Helsinki Kaisaniemi","2022","10","3","20:00","8.4","5","5","1008.8"
"Helsinki Kaisaniemi","2022","10","3","21:00","8.4","4.9","13","1008.4"
"Helsinki Kaisaniemi","2022","10","3","22:00","8.3","4.8","8","1007.8"
"Helsinki Kaisaniemi","2022","10","3","23:00","8","4.6","356","1007.2"
"Helsinki Kaisaniemi","2022","10","4","00:00","7.8","5.5","353","1006.6"
"Helsinki Kaisaniemi","2022","10","4","01:00","7.7","6.4","354","1005.9"
"Helsinki Kaisaniemi","2022","10","4","02:00","7.6","6.5","351","1005.4"
"Helsinki Kaisaniemi","2022","10","4","03:00","7.4","6.2","352","1005"
"Helsinki Kaisaniemi","2022","10","4","04:00","7.2","6.2","356","1004.5"
"Helsinki Kaisaniemi","2022","10","4","05:00","7.1","5.9","354","1004.2"
"Helsinki Kaisaniemi","2022","10","4","06:00","6.9","5.3","351","1004.2"
"Helsinki Kaisaniemi","2022","10","4","07:00","6.8","5","344","1004.3"
"Helsinki Kaisaniemi","2022","10","4","08:00","6.8","5.1","346","1004.4"
"Helsinki Kaisaniemi","2022","10","4","09:00","7.1","4.8","347","1004.6"
"Helsinki Kaisaniemi","2022","10","4","10:00","7.3","5.4","341","1004.9"
"Helsinki Kaisaniemi","2022","10","4","11:00","7.8","5.3","345","1005.1"
"Helsinki Kaisaniemi","2022","10","4","12:00","8.2","4.6","349","1005.5"
"Helsinki Kaisaniemi","2022","10","4","13:00","8.8","4.2","357","1005.9"
"Helsinki Kaisaniemi","2022","10","4","14:00","9.3","4.8","357","1006.6"
"Helsinki Kaisaniemi","2022","10","4","15:00","9.5","5.3","355","1007.1"
"Helsinki Kaisaniemi","2022","10","4","16:00","9.8","5.2","357","1007.8"
"Helsinki Kaisaniemi","2022","10","4","17:00","9.6","5.7","347","1008.4"
"Helsinki Kaisaniemi","2022","10","4","18:00","9.2","4.3","355","1008.7"
"Helsinki Kaisaniemi","2022","10","4","19:00","9","4","349","1009.4"
"Helsinki Kaisaniemi","2022","10","4","20:00","8.9","3.8","354","1009.9"
"Helsinki Kaisaniemi","2022","10","4","21:00","8.8","3.6","344","1010.1"
"Helsinki Kaisaniemi","2022","10","4","22:00","8.5","3.4","356","1010"
"Helsinki Kaisaniemi","2022","10","4","23:00","7.8","2.3","357","1010.2"
"Helsinki Kaisaniemi","2022","10","5","00:00","7.1","2.2","322","1010.3"
"Helsinki Kaisaniemi","2022","10","5","01:00","7","2.3","307","1010.8"
"Helsinki Kaisaniemi","2022","10","5","02:00","4.8","1.5","311","1011.1"
"Helsinki Kaisaniemi","2022","10","5","03:00","3.5","1.5","312","1011.2"
"Helsinki Kaisaniemi","2022","10","5","04:00","3.1","1.4","306","1011"
"Helsinki Kaisaniemi","2022","10","5","05:00","3","0.9","299","1010.6"
"Helsinki Kaisaniemi","2022","10","5","06:00","3.9","0.7","322","1010.2"
"Helsinki Kaisaniemi","2022","10","5","07:00","4.7","0.7","99","1009.9"
"Helsinki Kaisaniemi","2022","10","5","08:00","5.8","1.2","111","1009.6"
"Helsinki Kaisaniemi","2022","10","5","09:00","7.8","2.2","170","1009.3"
"Helsinki Kaisaniemi","2022","10","5","10:00","9.4","3.4","172","1008.9"
"Helsinki Kaisaniemi","2022","10","5","11:00","9.9","3.3","170","1009"
"Helsinki Kaisaniemi","2022","10","5","12:00","10.4","3.2","167","1008.5"
"Helsinki Kaisaniemi","2022","10","5","13:00","10.8","4","180","1008.1"
"Helsinki Kaisaniemi","2022","10","5","14:00","11.4","4.2","211","1007.9"
"Helsinki Kaisaniemi","2022","10","5","15:00","12.1","4","214","1007.8"
"Helsinki Kaisaniemi","2022","10","5","16:00","12.4","4.2","213","1007.7"
"Helsinki Kaisaniemi","2022","10","5","17:00","12.7","4","213","1007.5"
"Helsinki Kaisaniemi","2022","10","5","18:00","12.6","4.4","205","1007.3"
"Helsinki Kaisaniemi","2022","10","5","19:00","12.5","5.3","207","1007.1"
"Helsinki Kaisaniemi","2022","10","5","20:00","12.5","4.7","212","1007"
"Helsinki Kaisaniemi","2022","10","5","21:00","12.5","5.4","217","1007"
"Helsinki Kaisaniemi","2022","10","5","22:00","12.5","4.4","214","1007"
"Helsinki Kaisaniemi","2022","10","5","23:00","12.7","4.3","214","1006.9"
"Helsinki Kaisaniemi","2022","10","6","00:00","12.7","5.2","208","1006.6"
"Helsinki Kaisaniemi","2022","10","6","01:00","12.9","5","212","1006.3"
"Helsinki Kaisaniemi","2022","10","6","02:00","13","6","218","1006.1"
"Helsinki Kaisaniemi","2022","10","6","03:00","12.8","7","220","1005.5"
"Helsinki Kaisaniemi","2022","10","6","04:00","12.7","7","217","1004.9"
"Helsinki Kaisaniemi","2022","10","6","05:00","13.1","6.8","213","1004.1"
"Helsinki Kaisaniemi","2022","10","6","06:00","12.9","7","209","1003.5"
"Helsinki Kaisaniemi","2022","10","6","07:00","13","7.2","210","1002.4"
"Helsinki Kaisaniemi","2022","10","6","08:00","12.8","7.2","210","1001.8"
"Helsinki Kaisaniemi","2022","10","6","09:00","12.7","7.4","214","1001.1"
"Helsinki Kaisaniemi","2022","10","6","10:00","13.2","8.4","217","1000.6"
"Helsinki Kaisaniemi","2022","10","6","11:00","13.1","8.1","219","999.9"
"Helsinki Kaisaniemi","2022","10","6","12:00","12.7","8.8","219","999.1"
"Helsinki Kaisaniemi","2022","10","6","13:00","12.9","9.2","222","998.7"
"Helsinki Kaisaniemi","2022","10","6","14:00","13.4","7.2","241","998.7"
"Helsinki Kaisaniemi","2022","10","6","15:00","14.2","7.3","252","999.4"
"Helsinki Kaisaniemi","2022","10","6","16:00","14","8","271","1001.2"
"Helsinki Kaisaniemi","2022","10","6","17:00","13.8","6.7","263","1002.4"
"Helsinki Kaisaniemi","2022","10","6","18:00","13.4","4.7","254","1003.2"
"Helsinki Kaisaniemi","2022","10","6","19:00","13.2","4.9","252","1004.2"
"Helsinki Kaisaniemi","2022","10","6","20:00","12.9","5.1","248","1005.3"
"Helsinki Kaisaniemi","2022","10","6","21:00","12.5","5.4","253","1005.8"
"Helsinki Kaisaniemi","2022","10","6","22:00","12.5","5.2","252","1006.2"
"Helsinki Kaisaniemi","2022","10","6","23:00","12.6","5.3","254","1006.7"
"Helsinki Kaisaniemi","2022","10","7","00:00","12.4","5.3","255","1007.3"
"Helsinki Kaisaniemi","2022","10","7","01:00","12.4","5.2","256","1007.9"
"Helsinki Kaisaniemi","2022","10","7","02:00","12.3","4.5","246","1008.3"
"Helsinki Kaisaniemi","2022","10","7","03:00","12.7","4.8","246","1008.5"
"Helsinki Kaisaniemi","2022","10","7","04:00","12.9","4.7","255","1008.7"
"Helsinki Kaisaniemi","2022","10","7","05:00","12.5","4.7","251","1008.9"
"Helsinki Kaisaniemi","2022","10","7","06:00","12.3","4.8","254","1009.1"
"Helsinki Kaisaniemi","2022","10","7","07:00","12.2","5.5","257","1009.3"
"Helsinki Kaisaniemi","2022","10","7","08:00","12.1","5.8","266","1009.7"
"Helsinki Kaisaniemi","2022","10","7","09:00","12.1","5.5","264","1010.1"
"Helsinki Kaisaniemi","2022","10","7","10:00","12.7","5.9","264","1011"
"Helsinki Kaisaniemi","2022","10","7","11:00","13.3","6.1","265","1011.6"
"Helsinki Kaisaniemi","2022","10","7","12:00","13.8","6.1","258","1011.9"
"Helsinki Kaisaniemi","2022","10","7","13:00","14.4","7.4","262","1012"
"Helsinki Kaisaniemi","2022","10","7","14:00","14.5","6.7","261","1011.9"
"Helsinki Kaisaniemi","2022","10","7","15:00","14.9","6.1","245","1011.9"
"Helsinki Kaisaniemi","2022","10","7","16:00","14.1","6.3","244","1012"
"Helsinki Kaisaniemi","2022","10","7","17:00","13.7","6.8","240","1011.9"
"Helsinki Kaisaniemi","2022","10","7","18:00","13.3","7.8","242","1011.6"
"Helsinki Kaisaniemi","2022","10","7","19:00","13.2","6.2","234","1011.3"
"Helsinki Kaisaniemi","2022","10","7","20:00","13.2","6.7","233","1011"
"Helsinki Kaisaniemi","2022","10","7","21:00","13.1","7.1","231","1010.9"
"Helsinki Kaisaniemi","2022","10","7","22:00","12.9","7.3","233","1010.8"
"Helsinki Kaisaniemi","2022","10","7","23:00","12.6","7.2","229","1010.4"
"Helsinki Kaisaniemi","2022","10","8","00:00","-","7.5","225","-"
"Helsinki Kaisaniemi","2022","10","8","01:00","12.1","8","220","1009.5"
"Helsinki Kaisaniemi","2022","10","8","02:00","12.1","7","224","1009"
"Helsinki Kaisaniemi","2022","10","8","03:00","12.2","6.7","225","1008.4"
"Helsinki Kaisaniemi","2022","10","8","04:00","12","6.4","222","1007.7"
"Helsinki Kaisaniemi","2022","10","8","05:00","11.9","8.1","219","1006.9"
"Helsinki Kaisaniemi","2022","10","8","06:00","11.8","7.6","218","1006.1"
"Helsinki Kaisaniemi","2022","10","8","07:00","11.8","6.7","221","1005.5"
"Helsinki Kaisaniemi","2022","10","8","08:00","11.9","6.8","223","1005.2"
"Helsinki Kaisaniemi","2022","10","8","09:00","11.8","8.2","219","1005"
"Helsinki Kaisaniemi","2022","10","8","10:00","11.9","8.2","219","1004.6"
"Helsinki Kaisaniemi","2022","10","8","11:00","12.1","8.4","220","1004.2"
"Helsinki Kaisaniemi","2022","10","8","12:00","12.3","8.1","216","1003.7"
"Helsinki Kaisaniemi","2022","10","8","13:00","12.4","9.1","219","1003.4"
"Helsinki Kaisaniemi","2022","10","8","14:00","11.9","8.2","225","1003.3"
"Helsinki Kaisaniemi","2022","10","8","15:00","11.7","5.5","235","1003.3"
"Helsinki Kaisaniemi","2022","10","8","16:00","11.6","5.1","239","1003.3"
"Helsinki Kaisaniemi","2022","10","8","17:00","12.1","4.8","239","1003.3"
"Helsinki Kaisaniemi","2022","10","8","18:00","12.2","4.7","242","1003.3"
"Helsinki Kaisaniemi","2022","10","8","19:00","11.8","4.4","247","1003.9"
"Helsinki Kaisaniemi","2022","10","8","20:00","11.4","3.6","247","1004.4"
"Helsinki Kaisaniemi","2022","10","8","21:00","10.9","3.9","249","1004.7"
"Helsinki Kaisaniemi","2022","10","8","22:00","10.6","3.3","252","1005.1"
"Helsinki Kaisaniemi","2022","10","8","23:00","10.4","3","260","1005.5"
"Helsinki Kaisaniemi","2022","10","9","00:00","9.9","2.6","264","1006"
"Helsinki Kaisaniemi","2022","10","9","01:00","9.6","2.5","274","1006.3"
"Helsinki Kaisaniemi","2022","10","9","02:00","9.7","3.1","279","1006.5"
"Helsinki Kaisaniemi","2022","10","9","03:00","9","3","274","1006.8"
"Helsinki Kaisaniemi","2022","10","9","04:00","7.2","2.4","276","1007.3"
"Helsinki Kaisaniemi","2022","10","9","05:00","7.3","2.7","281","1007.9"
"Helsinki Kaisaniemi","2022","10","9","06:00","6.6","2.9","286","1008.6"
"Helsinki Kaisaniemi","2022","10","9","07:00","6.4","2.7","281","1009.3"
"Helsinki Kaisaniemi","2022","10","9","08:00","5.8","2.5","288","1010"
"Helsinki Kaisaniemi","2022","10","9","09:00","6.5","3.6","297","1010.8"
"Helsinki Kaisaniemi","2022","10","9","10:00","7.7","3.6","299","1011.6"
"Helsinki Kaisaniemi","2022","10","9","11:00","8.9","3.7","286","1012.5"
"Helsinki Kaisaniemi","2022","10","9","12:00","10.1","4.9","293","1013.2"
"Helsinki Kaisaniemi","2022","10","9","13:00","11.3","6.1","297","1013.8"
"Helsinki Kaisaniemi","2022","10","9","14:00","12.2","5.2","290","1014.3"
"Helsinki Kaisaniemi","2022","10","9","15:00","12.7","5.7","291","1014.7"
"Helsinki Kaisaniemi","2022","10","9","16:00","12.6","5.5","286","1014.9"
"Helsinki Kaisaniemi","2022","10","9","17:00","12.6","5.1","282","1015.4"
"Helsinki Kaisaniemi","2022","10","9","18:00","12.1","4.6","283","1015.9"
"Helsinki Kaisaniemi","2022","10","9","19:00","11.1","3.8","278","1016.4"
"Helsinki Kaisaniemi","2022","10","9","20:00","10.1","3.2","280","1017.1"
"Helsinki Kaisaniemi","2022","10","9","21:00","8.8","2.7","268","1017.7"
"Helsinki Kaisaniemi","2022","10","9","22:00","8.6","3.2","263","1018.1"
"Helsinki Kaisaniemi","2022","10","9","23:00","8.9","2.9","256","1018.3"
"Helsinki Kaisaniemi","2022","10","10","00:00","9.6","2.7","242","1018.3"
"Helsinki Kaisaniemi","2022","10","10","01:00","9.9","3.1","238","1018.4"
"Helsinki Kaisaniemi","2022","10","10","02:00","9.8","3.2","245","1018.3"
"Helsinki Kaisaniemi","2022","10","10","03:00","10.1","2.7","231","1018.4"
"Helsinki Kaisaniemi","2022","10","10","04:00","10.2","3.2","232","1018.3"
"Helsinki Kaisaniemi","2022","10","10","05:00","10.3","3","229","1018.4"
"Helsinki Kaisaniemi","2022","10","10","06:00","10.6","3.3","245","1018.5"
"Helsinki Kaisaniemi","2022","10","10","07:00","10.6","3.2","236","1018.7"
"Helsinki Kaisaniemi","2022","10","10","08:00","10.8","3.4","234","1018.9"
"Helsinki Kaisaniemi","2022","10","10","09:00","11.2","4.1","230","1019"
"Helsinki Kaisaniemi","2022","10","10","10:00","11.7","3.6","236","1019.1"
"Helsinki Kaisaniemi","2022","10","10","11:00","11.5","4.6","231","1019.6"
"Helsinki Kaisaniemi","2022","10","10","12:00","11.7","5","228","1019.9"
"Helsinki Kaisaniemi","2022","10","10","13:00","12.2","5.6","224","1019.8"
"Helsinki Kaisaniemi","2022","10","10","14:00","12.4","5.5","227","1019.8"
"Helsinki Kaisaniemi","2022","10","10","15:00","12.4","5.8","229","1019.7"
"Helsinki Kaisaniemi","2022","10","10","16:00","12","5.6","228","1019.6"
