"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila keskiarvo [°C]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2024","10","11","18:00","12.6","Melko pilvistä (7/8)","1000","218.8","5.9"
"Helsinki Kaisaniemi","2024","10","11","19:00","12.5","Melko pilvistä (7/8)","1000.4","212.5","6.5"
"Helsinki Kaisaniemi","2024","10","11","20:00","11.7","Puolipilvistä (4/8)","1001.1","244.8","6.1"
"Helsinki Kaisaniemi","2024","10","11","21:00","11.2","Melko pilvistä (7/8)","1002","247.3","5"
"Helsinki Kaisaniemi","2024","10","11","22:00","10.2","Puolipilvistä (5/8)","1003","254.1","6"
"Helsinki Kaisaniemi","2024","10","11","23:00","9.6","Melko pilvistä (7/8)","1004.1","265.6","5.1"
"Helsinki Kaisaniemi","2024","10","12","00:00","9","Melko pilvistä (7/8)","1005.3","282.2","5.1"
"Helsinki Kaisaniemi","2024","10","12","01:00","8.4","Melko pilvistä (6/8)","1006.5","277","3.9"
"Helsinki Kaisaniemi","2024","10","12","02:00","7.9","Puolipilvistä (5/8)","1007.3","279.4","3.7"
"Helsinki Kaisaniemi","2024","10","12","03:00","7.5","Selkeää (0/8)","1008.1","297.8","3.5"
"Helsinki Kaisaniemi","2024","10","12","04:00","7.2","Melko pilvistä (7/8)","1009.1","280.1","3.6"
"Helsinki Kaisaniemi","2024","10","12","05:00","7","Selkeää (1/8)","1010.1","281.2","3.4"
"Helsinki Kaisaniemi","2024","10","12","06:00","6","Selkeää (0/8)","1010.9","276.3","2.7"
"Helsinki Kaisaniemi","2024","10","12","07:00","5.2","Selkeää (0/8)","1011.7","266.6","2.2"
"Helsinki Kaisaniemi","2024","10","12","08:00","4.6","Selkeää (0/8)","1012.4","254.2","1.3"
"Helsinki Kaisaniemi","2024","10","12","09:00","4.3","Selkeää (0/8)","1012.7","107.2","0.8"
"Helsinki Kaisaniemi","2024","10","12","10:00","6.8","Selkeää (0/8)","1013.1","125.1","1.7"
"Helsinki Kaisaniemi","2024","10","12","11:00","10.6","Melko pilvistä (7/8)","1013.3","190.6","4"
"Helsinki Kaisaniemi","2024","10","12","12:00","11.1","Pilvistä (8/8)","1013.9","-","-"
"Helsinki Kaisaniemi","2024","10","12","13:00","8.7","Pilvistä (8/8)","1014.5","246","2.4"
"Helsinki Kaisaniemi","2024","10","12","14:00","10.2","Melko pilvistä (7/8)","1014.9","232.4","3.3"
"Helsinki Kaisaniemi","2024","10","12","15:00","11.2","Melko pilvistä (7/8)","1015.5","242.2","3.2"
"Helsinki Kaisaniemi","2024","10","12","16:00","11.2","Melko pilvistä (7/8)","1016.1","247.2","3.7"
"Helsinki Kaisaniemi","2024","10","12","17:00","11.4","Selkeää (0/8)","1016.7","253.5","3.6"
"Helsinki Kaisaniemi","2024","10","12","18:00","10.6","Selkeää (0/8)","1017.2","247.1","2.8"
"Helsinki Kaisaniemi","2024","10","12","19:00","8.1","Selkeää (0/8)","1017.9","261.7","1.8"
"Helsinki Kaisaniemi","2024","10","12","20:00","6.7","Selkeää (0/8)","1018.7","253.7","1.8"
"Helsinki Kaisaniemi","2024","10","12","21:00","6.1","Selkeää (0/8)","1019.1","253.5","1.7"
"Helsinki Kaisaniemi","2024","10","12","22:00","5.6","Selkeää (0/8)","1019.5","296.8","1.5"
"Helsinki Kaisaniemi","2024","10","12","23:00","4.7","Selkeää (0/8)","1019.8","311.4","0.9"
"Helsinki Kaisaniemi","2024","10","13","00:00","4.1","Selkeää (0/8)","1020.2","316.6","1.1"
"Helsinki Kaisaniemi","2024","10","13","01:00","3.8","Selkeää (0/8)","1020.2","128.5","0.8"
"Helsinki Kaisaniemi","2024","10","13","02:00","3.5","Selkeää (1/8)","1020.3","56.6","0.4"
"Helsinki Kaisaniemi","2024","10","13","03:00","3.6","Melko pilvistä (7/8)","1020","63.2","0.5"
"Helsinki Kaisaniemi","2024","10","13","04:00","4.1","Selkeää (1/8)","1019.5","71.5","0.6"
"Helsinki Kaisaniemi","2024","10","13","05:00","4.6","Melko pilvistä (7/8)","1018.9","72.1","1.4"
"Helsinki Kaisaniemi","2024","10","13","06:00","5","Puolipilvistä (4/8)","1018.6","86.9","1.1"
"Helsinki Kaisaniemi","2024","10","13","07:00","6.3","Puolipilvistä (5/8)","1018.2","139.3","2"
"Helsinki Kaisaniemi","2024","10","13","08:00","8.7","Puolipilvistä (4/8)","1017.9","159.2","3.6"
"Helsinki Kaisaniemi","2024","10","13","09:00","9.1","Melko pilvistä (6/8)","1017.6","166.4","4"
"Helsinki Kaisaniemi","2024","10","13","10:00","9.9","Puolipilvistä (4/8)","1017.1","166.5","4.4"
"Helsinki Kaisaniemi","2024","10","13","11:00","10.6","Melko pilvistä (6/8)","1016.7","168.8","4.1"
"Helsinki Kaisaniemi","2024","10","13","12:00","11.1","Melko selkeää (3/8)","1016","159.6","3.6"
"Helsinki Kaisaniemi","2024","10","13","13:00","11.6","Melko pilvistä (6/8)","1015.3","145","3.8"
"Helsinki Kaisaniemi","2024","10","13","14:00","10.9","Melko selkeää (3/8)","1014.5","123.3","4.1"
"Helsinki Kaisaniemi","2024","10","13","15:00","10.8","Melko pilvistä (6/8)","1013.8","113.8","4.4"
"Helsinki Kaisaniemi","2024","10","13","16:00","10.8","Melko selkeää (2/8)","1013.2","113.3","4.6"
"Helsinki Kaisaniemi","2024","10","13","17:00","10.5","Puolipilvistä (4/8)","1012.6","109.4","4.3"
"Helsinki Kaisaniemi","2024","10","13","18:00","10.1","Melko selkeää (3/8)","1012","103.8","3.9"
"Helsinki Kaisaniemi","2024","10","13","19:00","9.9","Puolipilvistä (5/8)","1011.5","105.8","4.4"
"Helsinki Kaisaniemi","2024","10","13","20:00","9.8","Puolipilvistä (4/8)","1011","106.5","4.3"
"Helsinki Kaisaniemi","2024","10","13","21:00","9.4","Melko pilvistä (6/8)","1010.5","101.7","3.6"
"Helsinki Kaisaniemi","2024","10","13","22:00","8.1","Melko pilvistä (7/8)","1010","56.5","2.7"
"Helsinki Kaisaniemi","2024","10","13","23:00","7","Selkeää (1/8)","1009.7","55.1","2.8"
"Helsinki Kaisaniemi","2024","10","14","00:00","6.6","Melko selkeää (3/8)","1009.5","49.2","2.4"
"Helsinki Kaisaniemi","2024","10","14","01:00","5.8","Melko selkeää (2/8)","1009.4","-","-"
"Helsinki Kaisaniemi","2024","10","14","02:00","5.5","Melko selkeää (2/8)","1009","34","1.7"
"Helsinki Kaisaniemi","2024","10","14","03:00","5.4","Pilvistä (8/8)","1008.7","52.9","1.9"
"Helsinki Kaisaniemi","2024","10","14","04:00","5.4","Pilvistä (8/8)","1008.3","35.6","1.7"
"Helsinki Kaisaniemi","2024","10","14","05:00","5.5","Pilvistä (8/8)","1008.2","39.7","2.2"
"Helsinki Kaisaniemi","2024","10","14","06:00","5.7","Pilvistä (8/8)","1007.8","56.2","2.5"
"Helsinki Kaisaniemi","2024","10","14","07:00","5.9","Pilvistä (8/8)","1007.9","24.1","2.7"
"Helsinki Kaisaniemi","2024","10","14","08:00","6","Pilvistä (8/8)","1007.9","12.5","2.7"
"Helsinki Kaisaniemi","2024","10","14","09:00","6","Pilvistä (8/8)","1007.8","6.7","2.6"
"Helsinki Kaisaniemi","2024","10","14","10:00","6.1","Pilvistä (8/8)","1007.9","119.6","2.4"
"Helsinki Kaisaniemi","2024","10","14","11:00","6.4","Pilvistä (8/8)","1007.8","22.4","2.8"
"Helsinki Kaisaniemi","2024","10","14","12:00","7.1","Pilvistä (8/8)","1007.9","42.3","2.2"
"Helsinki Kaisaniemi","2024","10","14","13:00","7.6","Pilvistä (8/8)","1008.1","65.6","2.1"
"Helsinki Kaisaniemi","2024","10","14","14:00","8.1","Pilvistä (8/8)","1008.2","319.1","2"
"Helsinki Kaisaniemi","2024","10","14","15:00","8.5","Pilvistä (8/8)","1008","309.4","2.4"
"Helsinki Kaisaniemi","2024","10","14","16:00","8.5","Pilvistä (8/8)","1008","332.9","3.2"
"Helsinki Kaisaniemi","2024","10","14","17:00","8.2","Pilvistä (8/8)","1008.1","339.5","3.1"
"Helsinki Kaisaniemi","2024","10","14","18:00","8.1","Pilvistä (8/8)","1008.3","337.9","3.4"
"Helsinki Kaisaniemi","2024","10","14","19:00","7.6","Pilvistä (8/8)","1008.5","335.2","3.6"
"Helsinki Kaisaniemi","2024","10","14","20:00","7.5","Pilvistä (8/8)","1008.6","335.2","3.3"
"Helsinki Kaisaniemi","2024","10","14","21:00","7.4","Pilvistä (8/8)","1008.6","329.6","3.4"
"Helsinki Kaisaniemi","2024","10","14","22:00","7","Pilvistä (8/8)","1008.6","327.8","3.4"
"Helsinki Kaisaniemi","2024","10","14","23:00","6.6","Pilvistä (8/8)","1008.6","330.7","3.7"
"Helsinki Kaisaniemi","2024","10","15","00:00","6","Pilvistä (8/8)","1008.8","334.9","3.5"
"Helsinki Kaisaniemi","2024","10","15","01:00","5.1","Puolipilvistä (5/8)","1008.8","330.1","3.1"
"Helsinki Kaisaniemi","2024","10","15","02:00","4.2","Pilvistä (8/8)","1008.9","324.2","3.1"
"Helsinki Kaisaniemi","2024","10","15","03:00","3.4","Melko pilvistä (7/8)","1009","325.9","2.9"
"Helsinki Kaisaniemi","2024","10","15","04:00","2.7","Selkeää (0/8)","1009.3","329.5","2.9"
"Helsinki Kaisaniemi","2024","10","15","05:00","2.2","Selkeää (1/8)","1009.5","327.2","2.5"
"Helsinki Kaisaniemi","2024","10","15","06:00","2.4","Pilvistä (8/8)","1009.8","340.7","3.3"
"Helsinki Kaisaniemi","2024","10","15","07:00","3","Melko pilvistä (7/8)","1010","324.8","2.4"
"Helsinki Kaisaniemi","2024","10","15","08:00","3.2","Pilvistä (8/8)","1010.2","306.7","2"
"Helsinki Kaisaniemi","2024","10","15","09:00","4.1","Pilvistä (8/8)","1010.5","287.9","2.3"
"Helsinki Kaisaniemi","2024","10","15","10:00","4.6","Pilvistä (8/8)","1010.9","284.9","1.8"
"Helsinki Kaisaniemi","2024","10","15","11:00","5.3","Pilvistä (8/8)","1011.5","314.6","2.7"
"Helsinki Kaisaniemi","2024","10","15","12:00","5.9","Pilvistä (8/8)","1012.1","324.9","3.1"
"Helsinki Kaisaniemi","2024","10","15","13:00","6.5","Melko pilvistä (7/8)","1012.7","323.8","4.1"
"Helsinki Kaisaniemi","2024","10","15","14:00","7.3","Pilvistä (8/8)","1013.3","326.2","4.1"
"Helsinki Kaisaniemi","2024","10","15","15:00","7.9","Melko pilvistä (7/8)","1013.8","317.9","4.4"
"Helsinki Kaisaniemi","2024","10","15","16:00","8.1","Pilvistä (8/8)","1014.6","307.9","3.7"
"Helsinki Kaisaniemi","2024","10","15","17:00","8.1","Pilvistä (8/8)","1015.3","315.6","3.6"
"Helsinki Kaisaniemi","2024","10","15","18:00","7.9","Pilvistä (8/8)","1016.2","314.3","4"
"Helsinki Kaisaniemi","2024","10","15","19:00","6.9","Puolipilvistä (4/8)","1017.4","329.7","5.8"
"Helsinki Kaisaniemi","2024","10","15","20:00","6.1","Melko pilvistä (7/8)","1018.5","325","3.7"
"Helsinki Kaisaniemi","2024","10","15","21:00","5.4","Selkeää (0/8)","1019.2","312.5","3.5"
"Helsinki Kaisaniemi","2024","10","15","22:00","4.5","Selkeää (0/8)","1019.9","318.5","3.9"
"Helsinki Kaisaniemi","2024","10","15","23:00","3.9","Selkeää (0/8)","1020.7","321.1","3.9"
"Helsinki Kaisaniemi","2024","10","16","00:00","3.3","Selkeää (0/8)","1021.5","322.6","3.1"
"Helsinki Kaisaniemi","2024","10","16","01:00","2.6","Selkeää (0/8)","1022.4","321.5","3"
"Helsinki Kaisaniemi","2024","10","16","02:00","2","Selkeää (0/8)","1023.3","321.7","2.7"
"Helsinki Kaisaniemi","2024","10","16","03:00","1.6","Selkeää (0/8)","1024","320","2.9"
"Helsinki Kaisaniemi","2024","10","16","04:00","1.4","Selkeää (0/8)","1024.5","316.5","2.3"
"Helsinki Kaisaniemi","2024","10","16","05:00","1.1","Selkeää (0/8)","1025","278.8","1.6"
"Helsinki Kaisaniemi","2024","10","16","06:00","1.1","Selkeää (0/8)","1025.6","274.8","2"
"Helsinki Kaisaniemi","2024","10","16","07:00","1.5","Selkeää (0/8)","1026","275.9","2.4"
"Helsinki Kaisaniemi","2024","10","16","08:00","2.3","Selkeää (0/8)","1026.5","278.8","2.4"
"Helsinki Kaisaniemi","2024","10","16","09:00","2.8","Selkeää (0/8)","1027.1","262.6","2.3"
"Helsinki Kaisaniemi","2024","10","16","10:00","5.4","Selkeää (0/8)","1027.3","260.3","3.6"
"Helsinki Kaisaniemi","2024","10","16","11:00","6.9","Selkeää (0/8)","1027.4","265.2","3.7"
"Helsinki Kaisaniemi","2024","10","16","12:00","8.7","Selkeää (0/8)","1027.6","264.1","3.9"
"Helsinki Kaisaniemi","2024","10","16","13:00","10","Selkeää (0/8)","1027.7","268.9","5.5"
"Helsinki Kaisaniemi","2024","10","16","14:00","10.7","Selkeää (0/8)","1027.5","265","5.4"
"Helsinki Kaisaniemi","2024","10","16","15:00","11.4","Selkeää (0/8)","1027.4","266","5.1"
"Helsinki Kaisaniemi","2024","10","16","16:00","11.7","Melko selkeää (2/8)","1027.2","258.6","4.7"
"Helsinki Kaisaniemi","2024","10","16","17:00","11.3","Selkeää (0/8)","1027.4","260","4.6"
"Helsinki Kaisaniemi","2024","10","16","18:00","10.5","Selkeää (0/8)","1027.4","257.3","5.1"
"Helsinki Kaisaniemi","2024","10","16","19:00","9.7","Selkeää (0/8)","1027.7","261.4","5"
"Helsinki Kaisaniemi","2024","10","16","20:00","9.1","Selkeää (1/8)","1027.9","254.6","3.8"
"Helsinki Kaisaniemi","2024","10","16","21:00","8.8","Selkeää (0/8)","1028.1","258.8","3.8"
"Helsinki Kaisaniemi","2024","10","16","22:00","8.9","Selkeää (0/8)","1028","251.6","3.7"
"Helsinki Kaisaniemi","2024","10","16","23:00","9","Selkeää (0/8)","1027.8","257.1","4.4"
"Helsinki Kaisaniemi","2024","10","17","00:00","8.9","Selkeää (0/8)","1027.7","266.8","3.9"
"Helsinki Kaisaniemi","2024","10","17","01:00","8.9","Selkeää (0/8)","1027.8","264.1","4"
"Helsinki Kaisaniemi","2024","10","17","02:00","8.9","Selkeää (0/8)","1028","267.2","3.9"
"Helsinki Kaisaniemi","2024","10","17","03:00","9.1","Selkeää (0/8)","1028","268.5","4.6"
"Helsinki Kaisaniemi","2024","10","17","04:00","9","Selkeää (0/8)","1027.9","265.8","3.6"
"Helsinki Kaisaniemi","2024","10","17","05:00","8.7","Selkeää (0/8)","1027.9","268.9","3.5"
"Helsinki Kaisaniemi","2024","10","17","06:00","8.6","Puolipilvistä (5/8)","1028","264","2.8"
"Helsinki Kaisaniemi","2024","10","17","07:00","8.3","Selkeää (0/8)","1028","263","3"
"Helsinki Kaisaniemi","2024","10","17","08:00","7.7","Selkeää (0/8)","1028","260.5","2.6"
"Helsinki Kaisaniemi","2024","10","17","09:00","8.2","Selkeää (0/8)","1028.1","248.7","2.3"
"Helsinki Kaisaniemi","2024","10","17","10:00","10.1","Selkeää (0/8)","1028.1","246.7","2.7"
"Helsinki Kaisaniemi","2024","10","17","11:00","11.2","Melko pilvistä (7/8)","1028.1","233.4","3.4"
"Helsinki Kaisaniemi","2024","10","17","12:00","11.1","Pilvistä (8/8)","1028.2","219.5","5.8"
"Helsinki Kaisaniemi","2024","10","17","13:00","11.3","Melko pilvistä (7/8)","1028.1","225.2","4.8"
"Helsinki Kaisaniemi","2024","10","17","14:00","11.7","Melko pilvistä (7/8)","1027.9","231","4.9"
"Helsinki Kaisaniemi","2024","10","17","15:00","12.3","Melko pilvistä (7/8)","1027.8","240.8","4.9"
"Helsinki Kaisaniemi","2024","10","17","16:00","12","Melko pilvistä (7/8)","1027.6","232.8","5"
"Helsinki Kaisaniemi","2024","10","17","17:00","11.8","Melko pilvistä (7/8)","1027.3","234.9","4.4"
"Helsinki Kaisaniemi","2024","10","17","18:00","11.5","Melko pilvistä (7/8)","1027.4","242.5","4.2"
"Helsinki Kaisaniemi","2024","10","17","19:00","11.5","Pilvistä (8/8)","1027.3","242","3.5"
"Helsinki Kaisaniemi","2024","10","17","20:00","11.8","Pilvistä (8/8)","1027.3","237.4","3.1"
"Helsinki Kaisaniemi","2024","10","17","21:00","12","Pilvistä (8/8)","1027.1","226.1","5.1"
"Helsinki Kaisaniemi","2024","10","17","22:00","11.4","Pilvistä (8/8)","1027.2","227.2","4.6"
"Helsinki Kaisaniemi","2024","10","17","23:00","10.9","Melko pilvistä (7/8)","1027.1","222.6","4.8"
"Helsinki Kaisaniemi","2024","10","18","00:00","10.8","Selkeää (0/8)","1026.9","218.7","4.7"
"Helsinki Kaisaniemi","2024","10","18","01:00","10.7","Selkeää (0/8)","1026.6","213.2","4.3"
"Helsinki Kaisaniemi","2024","10","18","02:00","10.6","Selkeää (0/8)","1026.4","206.4","4.4"
"Helsinki Kaisaniemi","2024","10","18","03:00","10.6","Selkeää (0/8)","1026.1","205.6","4.4"
"Helsinki Kaisaniemi","2024","10","18","04:00","10.9","Selkeää (0/8)","1026","213.8","5.5"
"Helsinki Kaisaniemi","2024","10","18","05:00","10.9","Selkeää (0/8)","1025.6","220.4","6.2"
"Helsinki Kaisaniemi","2024","10","18","06:00","10.5","Selkeää (0/8)","1025.4","218.7","6.5"
"Helsinki Kaisaniemi","2024","10","18","07:00","10.3","Puolipilvistä (4/8)","1025.2","215.3","4.6"
"Helsinki Kaisaniemi","2024","10","18","08:00","10","Melko pilvistä (7/8)","1025","211.1","5.3"
"Helsinki Kaisaniemi","2024","10","18","09:00","9.9","Melko pilvistä (7/8)","1025.1","207.4","5.4"
"Helsinki Kaisaniemi","2024","10","18","10:00","10","Melko pilvistä (7/8)","1025.3","210.9","5.3"
"Helsinki Kaisaniemi","2024","10","18","11:00","10.2","Melko pilvistä (7/8)","1025.3","216.7","5.6"
"Helsinki Kaisaniemi","2024","10","18","12:00","10.2","Melko pilvistä (7/8)","1025.4","221.9","5.3"
"Helsinki Kaisaniemi","2024","10","18","13:00","10.5","Puolipilvistä (5/8)","1025.5","221.1","5.6"
"Helsinki Kaisaniemi","2024","10","18","14:00","10.7","Puolipilvistä (5/8)","1025.5","-","-"
"Helsinki Kaisaniemi","2024","10","18","15:00","11.1","Selkeää (1/8)","1025.6","220.7","5.2"
"Helsinki Kaisaniemi","2024","10","18","16:00","11.3","Puolipilvistä (5/8)","1025.2","219.3","4.4"
"Helsinki Kaisaniemi","2024","10","18","17:00","11.4","Melko pilvistä (7/8)","1025","211","3.8"
"Helsinki Kaisaniemi","2024","10","18","18:00","11.2","Selkeää (0/8)","1024.9","193.3","2.4"
"Helsinki Kaisaniemi","2024","10","18","19:00","11.8","Selkeää (0/8)","1024.7","192.6","3.3"
"Helsinki Kaisaniemi","2024","10","18","20:00","11.8","Selkeää (0/8)","1024.8","195.7","4.2"
"Helsinki Kaisaniemi","2024","10","18","21:00","11.5","Selkeää (0/8)","1025","205.4","5.1"
"Helsinki Kaisaniemi","2024","10","18","22:00","11.5","Selkeää (0/8)","1025.2","215.5","4.6"
"Helsinki Kaisaniemi","2024","10","18","23:00","11.5","Selkeää (0/8)","1025.3","219.1","4.6"
"Helsinki Kaisaniemi","2024","10","19","00:00","11.4","Selkeää (0/8)","1025.4","218.8","4.5"
"Helsinki Kaisaniemi","2024","10","19","01:00","11.3","Selkeää (0/8)","1025.4","218.4","4.2"
"Helsinki Kaisaniemi","2024","10","19","02:00","11.2","Selkeää (0/8)","1025.4","214.3","4.6"
"Helsinki Kaisaniemi","2024","10","19","03:00","10.9","Selkeää (0/8)","1025.6","218.6","4.3"
"Helsinki Kaisaniemi","2024","10","19","04:00","10.9","Selkeää (0/8)","1025.6","220.3","4.9"
"Helsinki Kaisaniemi","2024","10","19","05:00","10.7","Selkeää (0/8)","1025.7","221.6","4.7"
"Helsinki Kaisaniemi","2024","10","19","06:00","10.5","Selkeää (0/8)","1025.5","219.1","4.9"
"Helsinki Kaisaniemi","2024","10","19","07:00","10.4","Selkeää (0/8)","1025.5","216.3","3.9"
"Helsinki Kaisaniemi","2024","10","19","08:00","10.3","Selkeää (0/8)","1025.8","220.6","4.3"
"Helsinki Kaisaniemi","2024","10","19","09:00","10.4","Selkeää (0/8)","1026.1","224.3","3.7"
"Helsinki Kaisaniemi","2024","10","19","10:00","10.6","Selkeää (0/8)","1026.5","221","4.5"
"Helsinki Kaisaniemi","2024","10","19","11:00","11.3","Selkeää (0/8)","1027","231.9","3.4"
"Helsinki Kaisaniemi","2024","10","19","12:00","11.8","Selkeää (1/8)","1027.4","222.6","4.1"
"Helsinki Kaisaniemi","2024","10","19","13:00","12","Melko selkeää (2/8)","1027.4","222.3","4.7"
"Helsinki Kaisaniemi","2024","10","19","14:00","12.1","Puolipilvistä (4/8)","1027.5","211.7","4.2"
"Helsinki Kaisaniemi","2024","10","19","15:00","12.2","Selkeää (1/8)","1027.7","209.7","4"
"Helsinki Kaisaniemi","2024","10","19","16:00","12.2","Selkeää (0/8)","1027.7","205.8","3.9"
"Helsinki Kaisaniemi","2024","10","19","17:00","11.8","Selkeää (0/8)","1027.8","199.1","2.4"
"Helsinki Kaisaniemi","2024","10","19","18:00","10.6","Selkeää (0/8)","1027.7","153.6","1.6"
"Helsinki Kaisaniemi","2024","10","19","19:00","8.8","Selkeää (0/8)","1027.8","141.4","1.6"
"Helsinki Kaisaniemi","2024","10","19","20:00","10.1","Selkeää (0/8)","1027.8","193.4","2.2"
"Helsinki Kaisaniemi","2024","10","19","21:00","11.9","Selkeää (0/8)","1027.9","209.1","4.2"
"Helsinki Kaisaniemi","2024","10","19","22:00","11.6","Selkeää (0/8)","1028","212.2","4.6"
"Helsinki Kaisaniemi","2024","10","19","23:00","11.3","Selkeää (0/8)","1028.1","219","4.7"
"Helsinki Kaisaniemi","2024","10","20","00:00","11.3","Selkeää (0/8)","1028.1","220.6","4.5"
"Helsinki Kaisaniemi","2024","10","20","01:00","11","Selkeää (0/8)","1028.1","213.8","3.9"
"Helsinki Kaisaniemi","2024","10","20","02:00","10.6","Selkeää (0/8)","1028.3","210.7","4.8"
"Helsinki Kaisaniemi","2024","10","20","03:00","10.6","Selkeää (0/8)","1028.1","212.7","4.9"
"Helsinki Kaisaniemi","2024","10","20","04:00","10.4","Selkeää (0/8)","1028","213","4.4"
"Helsinki Kaisaniemi","2024","10","20","05:00","10.1","Selkeää (0/8)","1027.7","206.7","4.4"
"Helsinki Kaisaniemi","2024","10","20","06:00","10.1","Selkeää (0/8)","1027.3","211","5"
"Helsinki Kaisaniemi","2024","10","20","07:00","10","Selkeää (0/8)","1027.1","209.6","4.7"
"Helsinki Kaisaniemi","2024","10","20","08:00","9.6","Selkeää (0/8)","1026.7","194.5","4.4"
"Helsinki Kaisaniemi","2024","10","20","09:00","9.4","Selkeää (1/8)","1026.6","192.1","4"
"Helsinki Kaisaniemi","2024","10","20","10:00","9.4","Melko pilvistä (6/8)","1026.6","205.9","5.5"
"Helsinki Kaisaniemi","2024","10","20","11:00","9.6","Melko pilvistä (7/8)","1026.4","208.5","5.9"
"Helsinki Kaisaniemi","2024","10","20","12:00","9.7","Melko pilvistä (7/8)","1026.6","207","5.7"
"Helsinki Kaisaniemi","2024","10","20","13:00","9.7","Melko pilvistä (7/8)","1026.4","210.7","5.2"
"Helsinki Kaisaniemi","2024","10","20","14:00","10.2","Melko pilvistä (7/8)","1026.2","223.8","4.8"
"Helsinki Kaisaniemi","2024","10","20","15:00","10.5","Melko pilvistä (7/8)","1026","216.9","4.1"
"Helsinki Kaisaniemi","2024","10","20","16:00","10.9","Puolipilvistä (4/8)","1025.6","211.1","4"
"Helsinki Kaisaniemi","2024","10","20","17:00","11.2","Puolipilvistä (5/8)","1025.1","207","4.3"
"Helsinki Kaisaniemi","2024","10","20","18:00","11.5","Pilvistä (8/8)","1024.8","200.7","3.3"
"Helsinki Kaisaniemi","2024","10","20","19:00","11.8","Pilvistä (8/8)","1024.5","201.4","3.8"
"Helsinki Kaisaniemi","2024","10","20","20:00","11.8","Melko pilvistä (7/8)","1024.4","207.7","4.7"
"Helsinki Kaisaniemi","2024","10","20","21:00","11.6","Melko pilvistä (7/8)","1024.2","216.8","4.8"
